Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete
[2]	[[150.98, 513.02]]	0	0.978021978021978	0.978021978021978	1	349.9880034187173	4987	4867	0.2	349.9880034187173	89	91	89	91	0
[4]	['4']	0	1.0	1.0	14	379.16349128341596	4977	4867	0.2	56340.27906390121	32	32	32	32	0
[2, 4]	[[-38.90412090302664, 1028.83], '2']	1	0.16666666666666666	0.16666666666666666	1	415.9194884591628	4999	4869	0.4	415.9194884591628	4	24	4	24	0
[2, 3]	[[15.515000000000015, 50.561438867316625], '21']	0	0.1	1.0	1	386.5	4876	4876	0.4	386.5	0	0	0	0	0
[2]	[[707.215, 1340.7849999999999]]	1	1.0	1.0	1	198.66666666666666	4994	4889	0.2	198.66666666666666	3	3	3	3	0
[2, 4]	[[-124.30000000000001, 239.95], '1']	0	1.0	1.0	1	494.348288	4905	4905	0.4	494.348288	10	10	10	10	0
[2]	[[135.72499999999997, 588.2750000000001]]	0	0.9818181818181818	0.9818181818181818	3	374.6617772297051	4987	4925	0.2	1123.9853316891154	54	55	54	55	0
[2]	[[-64.69, 788.69]]	0	0.9577464788732394	0.9577464788732394	1	423.91861574789783	4987	4925	0.2	423.91861574789783	68	71	68	71	0
[2]	[[1013.54, 134.3]]	1	0.1	1.0	1	171.95591636013205	4927	4927	0.2	171.95591636013205	0	0	0	0	0
[2, 4]	[[734.47, 1374.505], '2']	1	1.0	1.0	1	232.5	4994	4927	0.4	232.5	2	2	2	2	0
[1, 3, 0]	['2', '21', '4']	1	0.09090909090909091	0.09090909090909091	1	493.8400256	4982	4957	0.6	493.8400256	1	11	1	11	0
[1, 3, 4]	['2', '21', '0']	1	0.0	0.0	1	497.5	4982	4982	0.6	497.5	0	2	0	2	0
[2]	[[-124.30000000000001, 488.18]]	0	0.9090909090909091	0.9090909090909091	1	415.32254720000003	4987	4987	0.2	415.32254720000003	10	11	10	11	0
[2, 4, 0, 3]	[[-38.90412090302664, 407.41499999999996], '2', '4', '23']	1	0.016666666666666666	0.16666666666666666	1	415.9194884591628	4999	4999	0.8	415.9194884591628	0	0	0	0	0
